49
124	30
116	30
114	32
112	31
108	34
104	34
103 30
99	30
101	33
101	39
94	40
82	35
82	35
78	44
76	44
70	46
70	50
74	58
74	70
72	76
67	82
68	88
72	94
68	98
68	94
63	98
64	104
68	102
68	104
74	112
77	111
79	113
77	116
79	117
81	117
85	120
91	119
90	121
93	121
98	108
98	90
95	88
94	79
99	79
99	70
108	70
110	58
120	52
124	46	
